3149200;44;226.37;239.45;38;0;1
3149309;821;209.94;205.89;576;5;36
3149408;24;213.31;221.8;18;0;0
3149507;67;87.46;85.42;21;0;0
3149606;50;200.35;198.77;41;0;0
3149705;165;218.46;220.71;126;0;9
3149804;281;220.07;221.61;210;1;13
3149903;270;186.99;188.52;182;7;8
3149952;132;180.43;170.76;88;1;4
3150000;68;166.69;182.24;47;0;2
3150109;48;166.12;161.85;29;0;2
3150158;129;166.08;175.36;79;1;2
3150208;54;190.42;186.16;39;0;0
3150307;70;193.51;193.24;51;0;3
3150406;63;227.35;232.93;52;0;0
3150505;89;222.15;237.81;69;0;3
3150539;75;229.91;231.47;57;1;4
3150570;114;218.4;217.38;93;2;1
3150604;75;234.34;247.04;62;1;2
3150703;101;138.67;144.25;51;1;2
3150802;277;224.03;232.4;219;6;8
3150901;60;225.81;226.67;46;0;0
3151008;127;249.17;248.4;101;3;8
3151107;105;213.05;213.58;84;0;4
3151206;692;200.82;199.06;500;9;27
3151305;118;241.75;256.0;101;1;2
3151404;379;213.92;217.21;274;7;41
3151503;383;203.73;200.74;264;1;21
3151602;151;169.97;166.36;93;0;7
3151701;153;242.43;247.29;126;0;3
3151800;1541;203.18;205.54;1038;14;80
3151909;94;194.09;195.05;64;1;3
3152006;455;224.92;226.49;365;5;17
3152105;662;190.17;187.64;418;5;29
3152131;85;205.92;199.83;66;0;2
3152170;296;201.49;199.69;223;9;12
3152204;554;199.16;203.65;402;5;18
3152303;116;226.28;230.97;94;0;4
3152402;283;207.93;202.0;217;4;9
3152501;1500;208.72;210.04;1010;24;86
3152600;68;243.91;239.7;60;1;1
3152709;147;203.1;207.43;111;3;0
3152808;360;204.76;207.1;255;7;25
3152907;103;216.57;216.4;81;4;4
3153004;54;205.92;221.59;43;1;1
3153103;100;223.31;232.4;80;0;2
3153202;55;231.65;225.09;45;1;1
3153301;74;221.85;222.79;62;2;2
3153400;272;231.03;232.69;212;3;1
3153509;117;203.17;204.94;86;2;3
3153608;171;192.95;190.88;123;1;4
3153707;54;236.26;227.45;42;1;2
3153806;19;219.49;212.7;12;1;2
3153905;212;212.09;218.01;164;2;4
3154002;303;228.16;226.7;237;1;12
3154101;103;191.42;194.14;71;0;6
3154150;92;229.41;218.87;72;0;3
3154200;155;217.37;227.41;118;0;3
3154309;273;150.93;147.7;131;3;6
3154408;88;207.18;220.78;65;1;4
3154457;99;218.24;227.39;84;3;1
3154507;154;187.37;187.88;98;1;8
3154606;4859;178.47;177.29;3017;53;253
3154705;48;182.7;183.09;31;0;3
3154804;104;190.56;185.63;67;0;5
3154903;138;231.15;218.91;110;1;2
3155009;23;183.44;180.64;16;0;1
3155108;84;195.5;194.46;62;2;2
3155207;81;223.64;227.26;65;2;0
3155306;76;198.78;207.09;51;0;3
3155405;99;208.49;215.77;77;0;3
3155504;185;235.16;238.5;145;2;8
3155603;518;192.05;191.85;377;8;11
3155702;217;213.19;216.97;168;0;5
3155801;145;175.35;172.11;89;1;8
3155900;36;255.17;237.59;30;0;1
3156007;212;204.48;199.51;170;2;3
3156106;52;235.32;234.3;42;1;0
3156205;33;227.32;222.07;28;0;0
3156304;100;203.63;211.46;72;0;4
3156403;32;218.62;221.8;24;1;1
3156452;77;240.75;252.04;66;0;0
3156502;143;173.5;176.66;94;2;11
3156601;157;189.79;187.0;120;1;4
3156700;1628;192.8;191.11;1137;19;57
3156809;239;185.23;187.33;170;7;11
3156908;323;194.45;198.82;231;0;13
3157005;586;214.59;217.52;458;12;13
3157104;103;170.41;164.72;68;1;4
3157203;349;209.6;210.01;246;2;16
3157252;91;248.19;249.31;76;1;4
3157278;38;185.35;173.77;24;1;0
3157302;58;196.54;200.43;43;0;0
3157336;43;201.7;205.17;30;1;2
3157377;80;193.28;204.85;62;0;3
3157401;94;209.77;209.95;75;1;0
3157500;85;220.44;217.15;70;1;3
3157609;56;183.97;181.99;42;0;0
3157658;100;211.36;210.91;82;0;2
3157708;171;213.9;210.34;130;4;8
3157807;3144;173.72;173.97;1860;44;133
3157906;220;212.77;219.52;179;0;4
3158003;197;170.48;170.68;134;0;3
3158102;97;202.54;203.65;78;1;4
3158201;226;208.91;215.82;174;0;6
3158300;137;237.68;237.53;114;0;1
3158409;54;245.55;237.96;48;1;1
3158508;137;203.38;204.38;101;2;3
3158607;39;249.57;259.31;34;0;1
3158706;63;198.16;201.33;50;0;2
3158805;58;229.11;232.17;49;1;0
3158904;22;120.41;132.64;12;0;0
3158953;408;214.13;215.25;309;5;19
3159001;78;210.23;212.85;61;0;2
3159100;76;203.06;205.12;57;1;2
3159209;97;229.32;234.72;78;0;1
3159308;71;202.0;200.71;53;0;0
3159357;94;197.13;191.97;71;0;0
3159407;74;203.9;207.81;53;1;1
3159605;488;210.65;216.72;358;4;20
3159704;74;200.24;205.8;52;0;2
3159803;233;219.03;215.49;179;3;9
3159902;302;220.82;217.17;241;4;14
3160009;40;188.86;182.74;28;0;0
3160108;59;215.92;210.21;47;0;1
